GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total,Margin of Error; Total
0100000US,,United States,321004407,*****
8600000US32003,32003,ZCTA5 32003,29163,1376
8600000US32008,32008,ZCTA5 32008,4808,755
8600000US32009,32009,ZCTA5 32009,3647,273
8600000US32011,32011,ZCTA5 32011,14446,817
8600000US32024,32024,ZCTA5 32024,19479,1075
8600000US32025,32025,ZCTA5 32025,22427,1198
8600000US32026,32026,ZCTA5 32026,1695,224
8600000US32033,32033,ZCTA5 32033,4683,518
8600000US32034,32034,ZCTA5 32034,33695,999
8600000US32038,32038,ZCTA5 32038,9891,881
8600000US32040,32040,ZCTA5 32040,7553,783
8600000US32043,32043,ZCTA5 32043,24381,1235
8600000US32044,32044,ZCTA5 32044,2117,641
8600000US32046,32046,ZCTA5 32046,9070,581
8600000US32052,32052,ZCTA5 32052,9452,499
8600000US32053,32053,ZCTA5 32053,3256,460
8600000US32054,32054,ZCTA5 32054,11723,442
8600000US32055,32055,ZCTA5 32055,16851,928
8600000US32058,32058,ZCTA5 32058,4728,694
8600000US32059,32059,ZCTA5 32059,2649,444
8600000US32060,32060,ZCTA5 32060,23702,900
8600000US32061,32061,ZCTA5 32061,443,339
8600000US32062,32062,ZCTA5 32062,2511,732
8600000US32063,32063,ZCTA5 32063,14081,755
8600000US32064,32064,ZCTA5 32064,6782,120
8600000US32065,32065,ZCTA5 32065,37734,1722
8600000US32066,32066,ZCTA5 32066,7488,338
8600000US32068,32068,ZCTA5 32068,54614,2060
8600000US32071,32071,ZCTA5 32071,3172,550
8600000US32072,32072,ZCTA5 32072,296,172
8600000US32073,32073,ZCTA5 32073,40139,1360
8600000US32079,32079,ZCTA5 32079,416,84
8600000US32080,32080,ZCTA5 32080,22349,743
8600000US32081,32081,ZCTA5 32081,11634,1428
8600000US32082,32082,ZCTA5 32082,29726,959
8600000US32083,32083,ZCTA5 32083,3561,401
8600000US32084,32084,ZCTA5 32084,34187,1532
8600000US32086,32086,ZCTA5 32086,28244,1185
8600000US32087,32087,ZCTA5 32087,5551,787
8600000US32091,32091,ZCTA5 32091,14829,808
8600000US32092,32092,ZCTA5 32092,33562,2259
8600000US32094,32094,ZCTA5 32094,2460,499
8600000US32095,32095,ZCTA5 32095,8543,1226
8600000US32096,32096,ZCTA5 32096,2303,356
8600000US32097,32097,ZCTA5 32097,17515,870
8600000US32102,32102,ZCTA5 32102,2178,378
8600000US32110,32110,ZCTA5 32110,7803,621
8600000US32112,32112,ZCTA5 32112,8043,888
8600000US32113,32113,ZCTA5 32113,5365,961
8600000US32114,32114,ZCTA5 32114,32087,979
8600000US32117,32117,ZCTA5 32117,24566,1162
8600000US32118,32118,ZCTA5 32118,16853,699
8600000US32119,32119,ZCTA5 32119,22470,590
8600000US32124,32124,ZCTA5 32124,5832,1202
8600000US32127,32127,ZCTA5 32127,30128,1279
8600000US32128,32128,ZCTA5 32128,19285,983
8600000US32129,32129,ZCTA5 32129,21574,1257
8600000US32130,32130,ZCTA5 32130,5837,746
8600000US32131,32131,ZCTA5 32131,4816,543
8600000US32132,32132,ZCTA5 32132,7341,581
8600000US32133,32133,ZCTA5 32133,54,85
8600000US32134,32134,ZCTA5 32134,7242,630
8600000US32136,32136,ZCTA5 32136,7842,365
8600000US32137,32137,ZCTA5 32137,41496,1271
8600000US32139,32139,ZCTA5 32139,978,254
8600000US32140,32140,ZCTA5 32140,1236,385
8600000US32141,32141,ZCTA5 32141,18351,652
8600000US32145,32145,ZCTA5 32145,5662,542
8600000US32147,32147,ZCTA5 32147,668,448
8600000US32148,32148,ZCTA5 32148,10745,1130
8600000US32157,32157,ZCTA5 32157,191,78
8600000US32159,32159,ZCTA5 32159,30742,874
8600000US32162,32162,ZCTA5 32162,55439,1495
8600000US32164,32164,ZCTA5 32164,45739,1199
8600000US32168,32168,ZCTA5 32168,25288,1087
8600000US32169,32169,ZCTA5 32169,10232,581
8600000US32174,32174,ZCTA5 32174,50041,1193
8600000US32176,32176,ZCTA5 32176,14772,832
8600000US32177,32177,ZCTA5 32177,26331,1108
8600000US32179,32179,ZCTA5 32179,8023,1086
8600000US32180,32180,ZCTA5 32180,3825,668
8600000US32181,32181,ZCTA5 32181,2145,475
8600000US32187,32187,ZCTA5 32187,1654,407
8600000US32189,32189,ZCTA5 32189,5866,845
8600000US32190,32190,ZCTA5 32190,1265,529
8600000US32193,32193,ZCTA5 32193,811,229
8600000US32195,32195,ZCTA5 32195,3620,651
8600000US32202,32202,ZCTA5 32202,6240,523
8600000US32204,32204,ZCTA5 32204,7573,618
8600000US32205,32205,ZCTA5 32205,28865,1060
8600000US32206,32206,ZCTA5 32206,16750,1002
8600000US32207,32207,ZCTA5 32207,35381,1456
8600000US32208,32208,ZCTA5 32208,32470,1270
8600000US32209,32209,ZCTA5 32209,35541,1575
8600000US32210,32210,ZCTA5 32210,60819,1796
8600000US32211,32211,ZCTA5 32211,34112,1441
8600000US32212,32212,ZCTA5 32212,2663,485
8600000US32216,32216,ZCTA5 32216,38120,1517
8600000US32217,32217,ZCTA5 32217,18878,1103
8600000US32218,32218,ZCTA5 32218,59891,2429
8600000US32219,32219,ZCTA5 32219,11810,1561
8600000US32220,32220,ZCTA5 32220,13928,880
8600000US32221,32221,ZCTA5 32221,30040,1624
8600000US32222,32222,ZCTA5 32222,9710,1214
8600000US32223,32223,ZCTA5 32223,24371,920
8600000US32224,32224,ZCTA5 32224,40354,1639
8600000US32225,32225,ZCTA5 32225,54270,1613
8600000US32226,32226,ZCTA5 32226,16289,1122
8600000US32227,32227,ZCTA5 32227,2848,668
8600000US32228,32228,ZCTA5 32228,390,218
8600000US32233,32233,ZCTA5 32233,24423,995
8600000US32234,32234,ZCTA5 32234,6177,884
8600000US32244,32244,ZCTA5 32244,60141,1872
8600000US32246,32246,ZCTA5 32246,51513,2197
8600000US32250,32250,ZCTA5 32250,26574,533
8600000US32254,32254,ZCTA5 32254,12972,1047
8600000US32256,32256,ZCTA5 32256,44557,1802
8600000US32257,32257,ZCTA5 32257,38069,1497
8600000US32258,32258,ZCTA5 32258,30529,1840
8600000US32259,32259,ZCTA5 32259,47988,1346
8600000US32266,32266,ZCTA5 32266,7030,341
8600000US32277,32277,ZCTA5 32277,30415,1246
8600000US32301,32301,ZCTA5 32301,29668,1106
8600000US32303,32303,ZCTA5 32303,49849,1471
8600000US32304,32304,ZCTA5 32304,47800,1725
8600000US32305,32305,ZCTA5 32305,20719,1158
8600000US32308,32308,ZCTA5 32308,22561,985
8600000US32309,32309,ZCTA5 32309,31001,1104
8600000US32310,32310,ZCTA5 32310,16172,1092
8600000US32311,32311,ZCTA5 32311,20866,1001
8600000US32312,32312,ZCTA5 32312,32365,1218
8600000US32317,32317,ZCTA5 32317,14854,820
8600000US32320,32320,ZCTA5 32320,3721,314
8600000US32321,32321,ZCTA5 32321,6253,251
8600000US32322,32322,ZCTA5 32322,4089,224
8600000US32323,32323,ZCTA5 32323,400,297
8600000US32324,32324,ZCTA5 32324,4520,218
8600000US32327,32327,ZCTA5 32327,27829,584
8600000US32328,32328,ZCTA5 32328,3184,341
8600000US32330,32330,ZCTA5 32330,581,198
8600000US32331,32331,ZCTA5 32331,4252,551
8600000US32332,32332,ZCTA5 32332,1512,391
8600000US32333,32333,ZCTA5 32333,10403,692
8600000US32334,32334,ZCTA5 32334,2094,251
8600000US32336,32336,ZCTA5 32336,1301,324
8600000US32340,32340,ZCTA5 32340,11179,615
8600000US32343,32343,ZCTA5 32343,3322,18
8600000US32344,32344,ZCTA5 32344,12572,351
8600000US32346,32346,ZCTA5 32346,1803,444
8600000US32347,32347,ZCTA5 32347,8135,553
8600000US32348,32348,ZCTA5 32348,12612,559
8600000US32350,32350,ZCTA5 32350,1012,219
8600000US32351,32351,ZCTA5 32351,19275,745
8600000US32352,32352,ZCTA5 32352,6500,901
8600000US32355,32355,ZCTA5 32355,203,86
8600000US32356,32356,ZCTA5 32356,122,156
8600000US32358,32358,ZCTA5 32358,2067,496
8600000US32359,32359,ZCTA5 32359,1240,310
8600000US32361,32361,ZCTA5 32361,210,106
8600000US32399,32399,ZCTA5 32399,0,13
8600000US32401,32401,ZCTA5 32401,23476,1030
8600000US32403,32403,ZCTA5 32403,3557,279
8600000US32404,32404,ZCTA5 32404,39552,1569
8600000US32405,32405,ZCTA5 32405,32513,1373
8600000US32407,32407,ZCTA5 32407,9735,673
8600000US32408,32408,ZCTA5 32408,16861,851
8600000US32409,32409,ZCTA5 32409,10036,764
8600000US32410,32410,ZCTA5 32410,1089,166
8600000US32413,32413,ZCTA5 32413,13591,815
8600000US32420,32420,ZCTA5 32420,1763,273
8600000US32421,32421,ZCTA5 32421,5344,542
8600000US32423,32423,ZCTA5 32423,1034,234
8600000US32424,32424,ZCTA5 32424,7334,562
8600000US32425,32425,ZCTA5 32425,13718,550
8600000US32426,32426,ZCTA5 32426,951,234
8600000US32427,32427,ZCTA5 32427,1040,243
8600000US32428,32428,ZCTA5 32428,17083,575
8600000US32430,32430,ZCTA5 32430,899,268
8600000US32431,32431,ZCTA5 32431,3782,478
8600000US32432,32432,ZCTA5 32432,43,65
8600000US32433,32433,ZCTA5 32433,17679,992
8600000US32435,32435,ZCTA5 32435,7610,799
8600000US32437,32437,ZCTA5 32437,888,275
8600000US32438,32438,ZCTA5 32438,3783,848
8600000US32439,32439,ZCTA5 32439,8931,744
8600000US32440,32440,ZCTA5 32440,7654,460
8600000US32442,32442,ZCTA5 32442,3336,490
8600000US32443,32443,ZCTA5 32443,2842,423
8600000US32444,32444,ZCTA5 32444,21364,1021
8600000US32445,32445,ZCTA5 32445,2664,284
8600000US32446,32446,ZCTA5 32446,11501,684
8600000US32447,32447,ZCTA5 32447,156,107
8600000US32448,32448,ZCTA5 32448,8811,705
8600000US32449,32449,ZCTA5 32449,595,277
8600000US32455,32455,ZCTA5 32455,4530,645
8600000US32456,32456,ZCTA5 32456,7943,460
8600000US32459,32459,ZCTA5 32459,14028,1131
8600000US32460,32460,ZCTA5 32460,6016,466
8600000US32461,32461,ZCTA5 32461,22,34
8600000US32462,32462,ZCTA5 32462,3460,495
8600000US32463,32463,ZCTA5 32463,169,72
8600000US32464,32464,ZCTA5 32464,4221,564
8600000US32465,32465,ZCTA5 32465,8463,443
8600000US32466,32466,ZCTA5 32466,6038,1237
8600000US32501,32501,ZCTA5 32501,11868,842
8600000US32502,32502,ZCTA5 32502,2699,355
8600000US32503,32503,ZCTA5 32503,34761,1458
8600000US32504,32504,ZCTA5 32504,22989,1343
8600000US32505,32505,ZCTA5 32505,24993,1446
8600000US32506,32506,ZCTA5 32506,36310,1348
8600000US32507,32507,ZCTA5 32507,30201,1533
8600000US32508,32508,ZCTA5 32508,6288,760
8600000US32509,32509,ZCTA5 32509,722,235
8600000US32511,32511,ZCTA5 32511,1065,257
8600000US32514,32514,ZCTA5 32514,44166,1938
8600000US32526,32526,ZCTA5 32526,36593,1313
8600000US32530,32530,ZCTA5 32530,0,13
8600000US32531,32531,ZCTA5 32531,5546,780
8600000US32533,32533,ZCTA5 32533,27135,1275
8600000US32534,32534,ZCTA5 32534,14636,1226
8600000US32535,32535,ZCTA5 32535,5523,461
8600000US32536,32536,ZCTA5 32536,22746,1233
8600000US32539,32539,ZCTA5 32539,29195,1240
8600000US32541,32541,ZCTA5 32541,17524,462
8600000US32542,32542,ZCTA5 32542,3178,509
8600000US32544,32544,ZCTA5 32544,1848,421
8600000US32547,32547,ZCTA5 32547,34058,1133
8600000US32548,32548,ZCTA5 32548,21076,815
8600000US32550,32550,ZCTA5 32550,8290,667
8600000US32561,32561,ZCTA5 32561,9154,344
8600000US32563,32563,ZCTA5 32563,25344,1120
8600000US32564,32564,ZCTA5 32564,2569,633
8600000US32565,32565,ZCTA5 32565,4904,411
8600000US32566,32566,ZCTA5 32566,36714,1370
8600000US32567,32567,ZCTA5 32567,3114,401
8600000US32568,32568,ZCTA5 32568,2751,418
8600000US32569,32569,ZCTA5 32569,12358,608
8600000US32570,32570,ZCTA5 32570,30099,1278
8600000US32571,32571,ZCTA5 32571,33442,1212
8600000US32577,32577,ZCTA5 32577,4321,545
8600000US32578,32578,ZCTA5 32578,32246,776
8600000US32579,32579,ZCTA5 32579,10230,573
8600000US32580,32580,ZCTA5 32580,4200,411
8600000US32583,32583,ZCTA5 32583,29678,1363
8600000US32601,32601,ZCTA5 32601,18182,1274
8600000US32603,32603,ZCTA5 32603,7414,686
8600000US32605,32605,ZCTA5 32605,23739,1171
8600000US32606,32606,ZCTA5 32606,23991,1328
8600000US32607,32607,ZCTA5 32607,30728,1561
8600000US32608,32608,ZCTA5 32608,48948,1615
8600000US32609,32609,ZCTA5 32609,18426,1695
8600000US32612,32612,ZCTA5 32612,7756,694
8600000US32615,32615,ZCTA5 32615,14531,757
8600000US32616,32616,ZCTA5 32616,956,339
8600000US32617,32617,ZCTA5 32617,4598,585
8600000US32618,32618,ZCTA5 32618,7922,916
8600000US32619,32619,ZCTA5 32619,4475,634
8600000US32621,32621,ZCTA5 32621,5471,709
8600000US32622,32622,ZCTA5 32622,997,218
8600000US32625,32625,ZCTA5 32625,1564,277
8600000US32626,32626,ZCTA5 32626,8452,662
8600000US32628,32628,ZCTA5 32628,5048,397
8600000US32631,32631,ZCTA5 32631,287,168
8600000US32639,32639,ZCTA5 32639,83,86
8600000US32640,32640,ZCTA5 32640,11132,964
8600000US32641,32641,ZCTA5 32641,14091,1009
8600000US32643,32643,ZCTA5 32643,11554,890
8600000US32648,32648,ZCTA5 32648,433,258
8600000US32653,32653,ZCTA5 32653,13583,789
8600000US32656,32656,ZCTA5 32656,14080,803
8600000US32658,32658,ZCTA5 32658,308,103
8600000US32664,32664,ZCTA5 32664,618,307
8600000US32666,32666,ZCTA5 32666,6019,934
8600000US32667,32667,ZCTA5 32667,4019,517
8600000US32668,32668,ZCTA5 32668,4619,692
8600000US32669,32669,ZCTA5 32669,12646,637
8600000US32680,32680,ZCTA5 32680,10104,445
8600000US32681,32681,ZCTA5 32681,96,75
8600000US32683,32683,ZCTA5 32683,202,155
8600000US32686,32686,ZCTA5 32686,4944,680
8600000US32692,32692,ZCTA5 32692,246,176
8600000US32693,32693,ZCTA5 32693,12079,630
8600000US32694,32694,ZCTA5 32694,2474,554
8600000US32696,32696,ZCTA5 32696,12408,1094
8600000US32697,32697,ZCTA5 32697,450,213
8600000US32701,32701,ZCTA5 32701,21987,1193
8600000US32702,32702,ZCTA5 32702,2785,424
8600000US32703,32703,ZCTA5 32703,48853,2229
8600000US32707,32707,ZCTA5 32707,35399,1365
8600000US32708,32708,ZCTA5 32708,45097,1146
8600000US32709,32709,ZCTA5 32709,1742,462
8600000US32712,32712,ZCTA5 32712,45683,1580
8600000US32713,32713,ZCTA5 32713,20223,74
8600000US32714,32714,ZCTA5 32714,36004,1538
8600000US32720,32720,ZCTA5 32720,30940,1310
8600000US32724,32724,ZCTA5 32724,35314,1565
8600000US32725,32725,ZCTA5 32725,47405,1192
8600000US32726,32726,ZCTA5 32726,22048,583
8600000US32730,32730,ZCTA5 32730,5640,797
8600000US32732,32732,ZCTA5 32732,4559,677
8600000US32735,32735,ZCTA5 32735,4261,519
8600000US32736,32736,ZCTA5 32736,10210,1048
8600000US32738,32738,ZCTA5 32738,45042,1097
8600000US32744,32744,ZCTA5 32744,3808,393
8600000US32746,32746,ZCTA5 32746,42044,1348
8600000US32750,32750,ZCTA5 32750,24107,802
8600000US32751,32751,ZCTA5 32751,22610,1117
8600000US32754,32754,ZCTA5 32754,10469,799
8600000US32757,32757,ZCTA5 32757,26129,1185
8600000US32759,32759,ZCTA5 32759,2757,396
8600000US32763,32763,ZCTA5 32763,22957,1129
8600000US32764,32764,ZCTA5 32764,3514,456
8600000US32765,32765,ZCTA5 32765,63974,1724
8600000US32766,32766,ZCTA5 32766,17240,828
8600000US32767,32767,ZCTA5 32767,3057,738
8600000US32771,32771,ZCTA5 32771,52002,1862
8600000US32773,32773,ZCTA5 32773,31659,1505
8600000US32776,32776,ZCTA5 32776,12644,980
8600000US32778,32778,ZCTA5 32778,20694,625
8600000US32779,32779,ZCTA5 32779,29600,1022
8600000US32780,32780,ZCTA5 32780,35199,922
8600000US32784,32784,ZCTA5 32784,11824,966
8600000US32789,32789,ZCTA5 32789,25879,877
8600000US32792,32792,ZCTA5 32792,50867,1732
8600000US32796,32796,ZCTA5 32796,20772,857
8600000US32798,32798,ZCTA5 32798,2420,502
8600000US32801,32801,ZCTA5 32801,12383,843
8600000US32803,32803,ZCTA5 32803,18302,1062
8600000US32804,32804,ZCTA5 32804,17848,972
8600000US32805,32805,ZCTA5 32805,22312,1292
8600000US32806,32806,ZCTA5 32806,27324,1231
8600000US32807,32807,ZCTA5 32807,33310,1766
8600000US32808,32808,ZCTA5 32808,54058,2207
8600000US32809,32809,ZCTA5 32809,28575,1472
8600000US32810,32810,ZCTA5 32810,36535,1691
8600000US32811,32811,ZCTA5 32811,40236,1802
8600000US32812,32812,ZCTA5 32812,35290,1654
8600000US32814,32814,ZCTA5 32814,8079,1126
8600000US32817,32817,ZCTA5 32817,36033,2131
8600000US32818,32818,ZCTA5 32818,53839,1960
8600000US32819,32819,ZCTA5 32819,28301,1213
8600000US32820,32820,ZCTA5 32820,9687,745
8600000US32821,32821,ZCTA5 32821,17294,1178
8600000US32822,32822,ZCTA5 32822,60935,2497
8600000US32824,32824,ZCTA5 32824,44568,2558
8600000US32825,32825,ZCTA5 32825,57344,2492
8600000US32826,32826,ZCTA5 32826,36125,1730
8600000US32827,32827,ZCTA5 32827,9872,1073
8600000US32828,32828,ZCTA5 32828,64955,2492
8600000US32829,32829,ZCTA5 32829,19885,1567
8600000US32830,32830,ZCTA5 32830,6,10
8600000US32831,32831,ZCTA5 32831,3311,515
8600000US32832,32832,ZCTA5 32832,21419,2131
8600000US32833,32833,ZCTA5 32833,9451,823
8600000US32835,32835,ZCTA5 32835,42861,1813
8600000US32836,32836,ZCTA5 32836,18471,1324
8600000US32837,32837,ZCTA5 32837,55855,2169
8600000US32839,32839,ZCTA5 32839,54617,2439
8600000US32901,32901,ZCTA5 32901,24763,1069
8600000US32903,32903,ZCTA5 32903,13506,564
8600000US32904,32904,ZCTA5 32904,30068,823
8600000US32905,32905,ZCTA5 32905,23848,1371
8600000US32907,32907,ZCTA5 32907,42895,1322
8600000US32908,32908,ZCTA5 32908,12500,1166
8600000US32909,32909,ZCTA5 32909,30468,1200
8600000US32920,32920,ZCTA5 32920,10077,130
8600000US32922,32922,ZCTA5 32922,15392,1062
8600000US32925,32925,ZCTA5 32925,1442,198
8600000US32926,32926,ZCTA5 32926,23373,1792
8600000US32927,32927,ZCTA5 32927,26401,1413
8600000US32931,32931,ZCTA5 32931,14112,346
8600000US32934,32934,ZCTA5 32934,17802,956
8600000US32935,32935,ZCTA5 32935,41704,1077
8600000US32937,32937,ZCTA5 32937,26604,767
8600000US32940,32940,ZCTA5 32940,38683,1819
8600000US32948,32948,ZCTA5 32948,8035,696
8600000US32949,32949,ZCTA5 32949,2508,292
8600000US32950,32950,ZCTA5 32950,4196,282
8600000US32951,32951,ZCTA5 32951,11134,622
8600000US32952,32952,ZCTA5 32952,20599,862
8600000US32953,32953,ZCTA5 32953,23578,1055
8600000US32955,32955,ZCTA5 32955,37979,1236
8600000US32958,32958,ZCTA5 32958,27439,474
8600000US32960,32960,ZCTA5 32960,21323,784
8600000US32962,32962,ZCTA5 32962,24429,1393
8600000US32963,32963,ZCTA5 32963,15039,643
8600000US32966,32966,ZCTA5 32966,16889,1069
8600000US32967,32967,ZCTA5 32967,20782,1452
8600000US32968,32968,ZCTA5 32968,13738,1122
8600000US32970,32970,ZCTA5 32970,327,241
8600000US32976,32976,ZCTA5 32976,8900,585
8600000US33001,33001,ZCTA5 33001,212,95
8600000US33004,33004,ZCTA5 33004,16945,820
8600000US33009,33009,ZCTA5 33009,41250,333
8600000US33010,33010,ZCTA5 33010,47500,1543
8600000US33012,33012,ZCTA5 33012,75992,2292
8600000US33013,33013,ZCTA5 33013,34180,1699
8600000US33014,33014,ZCTA5 33014,40690,1669
8600000US33015,33015,ZCTA5 33015,66343,2342
8600000US33016,33016,ZCTA5 33016,52124,2093
8600000US33018,33018,ZCTA5 33018,50119,1997
8600000US33019,33019,ZCTA5 33019,14956,767
8600000US33020,33020,ZCTA5 33020,44667,1326
8600000US33021,33021,ZCTA5 33021,47461,1364
8600000US33023,33023,ZCTA5 33023,71766,1602
8600000US33024,33024,ZCTA5 33024,74780,2188
8600000US33025,33025,ZCTA5 33025,68450,2376
8600000US33026,33026,ZCTA5 33026,30962,1091
8600000US33027,33027,ZCTA5 33027,60467,2949
8600000US33028,33028,ZCTA5 33028,28498,899
8600000US33029,33029,ZCTA5 33029,48169,2765
8600000US33030,33030,ZCTA5 33030,34967,1690
8600000US33031,33031,ZCTA5 33031,6676,1175
8600000US33032,33032,ZCTA5 33032,45380,2225
8600000US33033,33033,ZCTA5 33033,57924,2848
8600000US33034,33034,ZCTA5 33034,23041,1450
8600000US33035,33035,ZCTA5 33035,16688,1627
8600000US33036,33036,ZCTA5 33036,3364,332
8600000US33037,33037,ZCTA5 33037,11105,810
8600000US33039,33039,ZCTA5 33039,442,384
8600000US33040,33040,ZCTA5 33040,34713,691
8600000US33042,33042,ZCTA5 33042,6609,505
8600000US33043,33043,ZCTA5 33043,5385,474
8600000US33050,33050,ZCTA5 33050,9475,247
8600000US33051,33051,ZCTA5 33051,670,162
8600000US33054,33054,ZCTA5 33054,32768,1436
8600000US33055,33055,ZCTA5 33055,45389,1756
8600000US33056,33056,ZCTA5 33056,35055,1457
8600000US33060,33060,ZCTA5 33060,36288,1636
8600000US33062,33062,ZCTA5 33062,22012,986
8600000US33063,33063,ZCTA5 33063,54383,1228
8600000US33064,33064,ZCTA5 33064,61076,1688
8600000US33065,33065,ZCTA5 33065,55913,1262
8600000US33066,33066,ZCTA5 33066,17137,787
8600000US33067,33067,ZCTA5 33067,29289,1278
8600000US33068,33068,ZCTA5 33068,51978,1156
8600000US33069,33069,ZCTA5 33069,27302,1059
8600000US33070,33070,ZCTA5 33070,5177,501
8600000US33071,33071,ZCTA5 33071,38686,1046
8600000US33073,33073,ZCTA5 33073,33154,1086
8600000US33076,33076,ZCTA5 33076,35123,1183
8600000US33101,33101,ZCTA5 33101,0,13
8600000US33109,33109,ZCTA5 33109,431,163
8600000US33122,33122,ZCTA5 33122,402,235
8600000US33125,33125,ZCTA5 33125,61036,2078
8600000US33126,33126,ZCTA5 33126,53962,2219
8600000US33127,33127,ZCTA5 33127,32051,1795
8600000US33128,33128,ZCTA5 33128,7313,754
8600000US33129,33129,ZCTA5 33129,12559,1197
8600000US33130,33130,ZCTA5 33130,25924,1853
8600000US33131,33131,ZCTA5 33131,16593,984
8600000US33132,33132,ZCTA5 33132,11816,901
8600000US33133,33133,ZCTA5 33133,34421,1617
8600000US33134,33134,ZCTA5 33134,42496,1595
8600000US33135,33135,ZCTA5 33135,39502,1790
8600000US33136,33136,ZCTA5 33136,13931,1032
8600000US33137,33137,ZCTA5 33137,23316,1543
8600000US33138,33138,ZCTA5 33138,30151,1620
8600000US33139,33139,ZCTA5 33139,38154,1154
8600000US33140,33140,ZCTA5 33140,22044,1028
8600000US33141,33141,ZCTA5 33141,40391,1139
8600000US33142,33142,ZCTA5 33142,56468,1798
8600000US33143,33143,ZCTA5 33143,32153,1627
8600000US33144,33144,ZCTA5 33144,29466,1513
8600000US33145,33145,ZCTA5 33145,32286,1785
8600000US33146,33146,ZCTA5 33146,15713,859
8600000US33147,33147,ZCTA5 33147,47168,1723
8600000US33149,33149,ZCTA5 33149,13074,58
8600000US33150,33150,ZCTA5 33150,28836,1981
8600000US33154,33154,ZCTA5 33154,14775,56
8600000US33155,33155,ZCTA5 33155,46324,1763
8600000US33156,33156,ZCTA5 33156,33923,1182
8600000US33157,33157,ZCTA5 33157,69127,1678
8600000US33158,33158,ZCTA5 33158,6501,515
8600000US33160,33160,ZCTA5 33160,41045,1137
8600000US33161,33161,ZCTA5 33161,56540,1732
8600000US33162,33162,ZCTA5 33162,47349,1693
8600000US33165,33165,ZCTA5 33165,57357,1839
8600000US33166,33166,ZCTA5 33166,24406,783
8600000US33167,33167,ZCTA5 33167,20503,1706
8600000US33168,33168,ZCTA5 33168,28886,1723
8600000US33169,33169,ZCTA5 33169,40106,1586
8600000US33170,33170,ZCTA5 33170,14399,1455
8600000US33172,33172,ZCTA5 33172,43085,1577
8600000US33173,33173,ZCTA5 33173,31824,1480
8600000US33174,33174,ZCTA5 33174,34162,1480
8600000US33175,33175,ZCTA5 33175,54144,2199
8600000US33176,33176,ZCTA5 33176,52828,1899
8600000US33177,33177,ZCTA5 33177,58683,1474
8600000US33178,33178,ZCTA5 33178,49430,790
8600000US33179,33179,ZCTA5 33179,45094,1866
